Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:25:43.189000,VER,1,0 days 00:01:23.161000,17.0,1.0,,,0 days 00:00:29.448000,0 days 00:00:32.161000,0 days 00:00:21.552000,0 days 01:24:49.491000,0 days 01:25:21.652000,0 days 01:25:43.204000,285.0,279.0,243.0,323.0,False,SOFT,20.0,False,Red Bull Racing,0 days 01:24:20.028000,,1,1.0,,,False,True
0 days 01:27:06.477000,VER,1,0 days 00:01:23.288000,18.0,1.0,,,0 days 00:00:29.496000,0 days 00:00:32.160000,0 days 00:00:21.632000,0 days 01:26:12.700000,0 days 01:26:44.860000,0 days 01:27:06.492000,281.0,278.0,243.0,324.0,False,SOFT,21.0,False,Red Bull Racing,0 days 01:25:43.189000,,1,1.0,,,False,True
0 days 01:28:29.909000,VER,1,0 days 00:01:23.432000,19.0,1.0,,,0 days 00:00:29.391000,0 days 00:00:32.360000,0 days 00:00:21.681000,0 days 01:27:35.883000,0 days 01:28:08.243000,0 days 01:28:29.924000,280.0,278.0,243.0,323.0,False,SOFT,22.0,False,Red Bull Racing,0 days 01:27:06.477000,,1,1.0,,,False,True
0 days 01:29:53.583000,VER,1,0 days 00:01:23.674000,20.0,1.0,,,0 days 00:00:29.501000,0 days 00:00:32.388000,0 days 00:00:21.785000,0 days 01:28:59.425000,0 days 01:29:31.813000,0 days 01:29:53.598000,282.0,278.0,243.0,324.0,False,SOFT,23.0,False,Red Bull Racing,0 days 01:28:29.909000,,1,1.0,,,False,True
0 days 01:31:16.878000,VER,1,0 days 00:01:23.295000,21.0,1.0,,,0 days 00:00:29.364000,0 days 00:00:32.353000,0 days 00:00:21.578000,0 days 01:30:22.962000,0 days 01:30:55.315000,0 days 01:31:16.893000,283.0,277.0,243.0,325.0,False,SOFT,24.0,False,Red Bull Racing,0 days 01:29:53.583000,,1,1.0,,,False,True
0 days 01:32:40.475000,VER,1,0 days 00:01:23.597000,22.0,1.0,,,0 days 00:00:29.370000,0 days 00:00:32.488000,0 days 00:00:21.739000,0 days 01:31:46.263000,0 days 01:32:18.751000,0 days 01:32:40.490000,284.0,276.0,244.0,325.0,False,SOFT,25.0,False,Red Bull Racing,0 days 01:31:16.878000,,1,1.0,,,False,True
0 days 01:34:04.130000,VER,1,0 days 00:01:23.655000,23.0,1.0,,,0 days 00:00:29.424000,0 days 00:00:32.507000,0 days 00:00:21.724000,0 days 01:33:09.914000,0 days 01:33:42.421000,0 days 01:34:04.145000,283.0,276.0,243.0,324.0,False,SOFT,26.0,False,Red Bull Racing,0 days 01:32:40.475000,,1,1.0,,,False,True
0 days 01:35:27.991000,VER,1,0 days 00:01:23.861000,24.0,1.0,,,0 days 00:00:29.435000,0 days 00:00:32.581000,0 days 00:00:21.845000,0 days 01:34:33.580000,0 days 01:35:06.161000,0 days 01:35:28.006000,285.0,277.0,243.0,325.0,False,SOFT,27.0,False,Red Bull Racing,0 days 01:34:04.130000,,1,1.0,,,False,True
0 days 01:36:54.836000,VER,1,0 days 00:01:26.845000,25.0,1.0,,0 days 01:36:52.143000,0 days 00:00:29.436000,0 days 00:00:32.641000,0 days 00:00:24.768000,0 days 01:35:57.442000,0 days 01:36:30.083000,0 days 01:36:54.851000,284.0,277.0,,326.0,False,SOFT,28.0,False,Red Bull Racing,0 days 01:35:27.991000,,1,2.0,,,False,False
0 days 01:38:36.175000,VER,1,0 days 00:01:41.339000,26.0,2.0,0 days 01:37:14.627000,,0 days 00:00:48.237000,0 days 00:00:31.908000,0 days 00:00:21.194000,0 days 01:37:43.088000,0 days 01:38:14.996000,0 days 01:38:36.190000,285.0,279.0,245.0,305.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:36:54.836000,,1,3.0,,,False,False
0 days 01:39:58.669000,VER,1,0 days 00:01:22.494000,27.0,2.0,,,0 days 00:00:29.260000,0 days 00:00:31.947000,0 days 00:00:21.287000,0 days 01:39:05.450000,0 days 01:39:37.397000,0 days 01:39:58.684000,280.0,279.0,245.0,324.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:38:36.175000,,1,3.0,,,False,True
0 days 01:41:21.209000,VER,1,0 days 00:01:22.540000,28.0,2.0,,,0 days 00:00:29.203000,0 days 00:00:31.971000,0 days 00:00:21.366000,0 days 01:40:27.887000,0 days 01:40:59.858000,0 days 01:41:21.224000,280.0,278.0,244.0,326.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:39:58.669000,,1,3.0,,,False,True
0 days 01:42:43.681000,VER,1,0 days 00:01:22.472000,29.0,2.0,,,0 days 00:00:29.125000,0 days 00:00:32.212000,0 days 00:00:21.135000,0 days 01:41:50.349000,0 days 01:42:22.561000,0 days 01:42:43.696000,283.0,284.0,245.0,329.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 01:41:21.209000,,1,3.0,,,False,True
0 days 01:44:05.970000,VER,1,0 days 00:01:22.289000,30.0,2.0,,,0 days 00:00:29.158000,0 days 00:00:31.918000,0 days 00:00:21.213000,0 days 01:43:12.854000,0 days 01:43:44.772000,0 days 01:44:05.985000,284.0,280.0,245.0,326.0,True,MEDIUM,5.0,True,Red Bull Racing,0 days 01:42:43.681000,,1,2.0,,,False,True
0 days 01:45:28.335000,VER,1,0 days 00:01:22.365000,31.0,2.0,,,0 days 00:00:29.120000,0 days 00:00:31.930000,0 days 00:00:21.315000,0 days 01:44:35.105000,0 days 01:45:07.035000,0 days 01:45:28.350000,286.0,280.0,245.0,327.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:44:05.970000,,1,2.0,,,False,True
0 days 01:46:50.501000,VER,1,0 days 00:01:22.166000,32.0,2.0,,,0 days 00:00:29.107000,0 days 00:00:31.822000,0 days 00:00:21.237000,0 days 01:45:57.457000,0 days 01:46:29.279000,0 days 01:46:50.516000,286.0,281.0,245.0,328.0,True,MEDIUM,7.0,True,Red Bull Racing,0 days 01:45:28.335000,,1,2.0,,,False,True
0 days 01:48:12.817000,VER,1,0 days 00:01:22.316000,33.0,2.0,,,0 days 00:00:29.127000,0 days 00:00:32.045000,0 days 00:00:21.144000,0 days 01:47:19.643000,0 days 01:47:51.688000,0 days 01:48:12.832000,283.0,287.0,245.0,329.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:46:50.501000,,1,2.0,,,False,True
0 days 01:49:35.005000,VER,1,0 days 00:01:22.188000,34.0,2.0,,,0 days 00:00:29.147000,0 days 00:00:31.806000,0 days 00:00:21.235000,0 days 01:48:41.979000,0 days 01:49:13.785000,0 days 01:49:35.020000,287.0,281.0,245.0,325.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:48:12.817000,,1,2.0,,,False,True
0 days 01:50:57.059000,VER,1,0 days 00:01:22.054000,35.0,2.0,,,0 days 00:00:29.132000,0 days 00:00:31.757000,0 days 00:00:21.165000,0 days 01:50:04.152000,0 days 01:50:35.909000,0 days 01:50:57.074000,288.0,282.0,246.0,325.0,True,MEDIUM,10.0,True,Red Bull Racing,0 days 01:49:35.005000,,1,1.0,,,False,True
0 days 01:52:19.105000,VER,1,0 days 00:01:22.046000,36.0,2.0,,,0 days 00:00:29.174000,0 days 00:00:31.718000,0 days 00:00:21.154000,0 days 01:51:26.248000,0 days 01:51:57.966000,0 days 01:52:19.120000,288.0,281.0,245.0,325.0,True,MEDIUM,11.0,True,Red Bull Racing,0 days 01:50:57.059000,,1,1.0,,,False,True
0 days 01:53:41.434000,VER,1,0 days 00:01:22.329000,37.0,2.0,,,0 days 00:00:29.085000,0 days 00:00:32.147000,0 days 00:00:21.097000,0 days 01:52:48.205000,0 days 01:53:20.352000,0 days 01:53:41.449000,287.0,288.0,246.0,330.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:52:19.105000,,1,1.0,,,False,True
0 days 01:55:04.119000,VER,1,0 days 00:01:22.685000,38.0,2.0,,,0 days 00:00:29.160000,0 days 00:00:31.925000,0 days 00:00:21.600000,0 days 01:54:10.609000,0 days 01:54:42.534000,0 days 01:55:04.134000,291.0,282.0,245.0,328.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:53:41.434000,,1,1.0,,,False,True
0 days 01:56:26.501000,VER,1,0 days 00:01:22.382000,39.0,2.0,,,0 days 00:00:29.194000,0 days 00:00:31.883000,0 days 00:00:21.305000,0 days 01:55:33.328000,0 days 01:56:05.211000,0 days 01:56:26.516000,290.0,282.0,244.0,328.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:55:04.119000,,1,1.0,,,False,True
0 days 01:57:48.967000,VER,1,0 days 00:01:22.466000,40.0,2.0,,,0 days 00:00:29.194000,0 days 00:00:31.792000,0 days 00:00:21.480000,,0 days 01:57:27.502000,0 days 01:57:48.982000,290.0,281.0,245.0,326.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:56:26.501000,,1,1.0,,,False,True
0 days 01:59:11.403000,VER,1,0 days 00:01:22.436000,41.0,2.0,,,0 days 00:00:29.241000,0 days 00:00:31.820000,0 days 00:00:21.375000,0 days 01:58:18.223000,0 days 01:58:50.043000,0 days 01:59:11.418000,287.0,280.0,245.0,327.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 01:57:48.967000,,1,1.0,,,False,True
0 days 02:00:33.868000,VER,1,0 days 00:01:22.465000,42.0,2.0,,,0 days 00:00:29.175000,0 days 00:00:31.935000,0 days 00:00:21.355000,0 days 01:59:40.593000,0 days 02:00:12.528000,0 days 02:00:33.883000,285.0,281.0,246.0,328.0,False,MEDIUM,17.0,True,Red Bull Racing,0 days 01:59:11.403000,,1,1.0,,,False,True
0 days 02:01:56.273000,VER,1,0 days 00:01:22.405000,43.0,2.0,,,0 days 00:00:29.222000,0 days 00:00:31.856000,0 days 00:00:21.327000,0 days 02:01:03.105000,0 days 02:01:34.961000,0 days 02:01:56.288000,289.0,282.0,246.0,327.0,False,MEDIUM,18.0,True,Red Bull Racing,0 days 02:00:33.868000,,1,1.0,,,False,True
0 days 02:03:18.558000,VER,1,0 days 00:01:22.285000,44.0,2.0,,,0 days 00:00:29.190000,0 days 00:00:31.830000,0 days 00:00:21.265000,0 days 02:02:25.478000,0 days 02:02:57.308000,0 days 02:03:18.573000,289.0,283.0,246.0,330.0,False,MEDIUM,19.0,True,Red Bull Racing,0 days 02:01:56.273000,,1,1.0,,,False,True
0 days 02:04:40.984000,VER,1,0 days 00:01:22.426000,45.0,2.0,,,0 days 00:00:29.148000,0 days 00:00:32.071000,0 days 00:00:21.207000,0 days 02:03:47.721000,0 days 02:04:19.792000,0 days 02:04:40.999000,290.0,291.0,246.0,332.0,False,MEDIUM,20.0,True,Red Bull Racing,0 days 02:03:18.558000,,1,1.0,,,False,True
0 days 02:06:03.552000,VER,1,0 days 00:01:22.568000,46.0,2.0,,,0 days 00:00:29.026000,0 days 00:00:32.043000,0 days 00:00:21.499000,0 days 02:05:10.025000,0 days 02:05:42.068000,0 days 02:06:03.567000,290.0,283.0,245.0,330.0,False,MEDIUM,21.0,True,Red Bull Racing,0 days 02:04:40.984000,,1,1.0,,,False,True
0 days 02:07:26.020000,VER,1,0 days 00:01:22.468000,47.0,2.0,,,0 days 00:00:29.131000,0 days 00:00:31.962000,0 days 00:00:21.375000,0 days 02:06:32.698000,0 days 02:07:04.660000,0 days 02:07:26.035000,284.0,282.0,246.0,335.0,False,MEDIUM,22.0,True,Red Bull Racing,0 days 02:06:03.552000,,1,1.0,,,False,True
0 days 02:08:48.753000,VER,1,0 days 00:01:22.733000,48.0,2.0,,,0 days 00:00:29.128000,0 days 00:00:32.250000,0 days 00:00:21.355000,0 days 02:07:55.163000,0 days 02:08:27.413000,0 days 02:08:48.768000,290.0,282.0,246.0,331.0,False,MEDIUM,23.0,True,Red Bull Racing,0 days 02:07:26.020000,,1,1.0,,,False,True
0 days 02:10:11.297000,VER,1,0 days 00:01:22.544000,49.0,2.0,,,0 days 00:00:29.099000,0 days 00:00:32.137000,0 days 00:00:21.308000,0 days 02:09:17.867000,0 days 02:09:50.004000,0 days 02:10:11.312000,289.0,282.0,246.0,333.0,False,MEDIUM,24.0,True,Red Bull Racing,0 days 02:08:48.753000,,1,1.0,,,False,True
0 days 02:11:33.873000,VER,1,0 days 00:01:22.576000,50.0,2.0,,,0 days 00:00:29.028000,0 days 00:00:32.170000,0 days 00:00:21.378000,0 days 02:10:40.340000,0 days 02:11:12.510000,0 days 02:11:33.888000,289.0,283.0,246.0,331.0,False,MEDIUM,25.0,True,Red Bull Racing,0 days 02:10:11.297000,,1,1.0,,,False,True
0 days 02:12:56.181000,VER,1,0 days 00:01:22.308000,51.0,2.0,,,0 days 00:00:29.162000,0 days 00:00:31.831000,0 days 00:00:21.315000,0 days 02:12:03.050000,0 days 02:12:34.881000,0 days 02:12:56.196000,286.0,282.0,245.0,328.0,False,MEDIUM,26.0,True,Red Bull Racing,0 days 02:11:33.873000,,1,1.0,,,False,True
0 days 02:14:18.678000,VER,1,0 days 00:01:22.497000,52.0,2.0,,,0 days 00:00:29.200000,0 days 00:00:31.908000,0 days 00:00:21.389000,0 days 02:13:25.396000,0 days 02:13:57.304000,0 days 02:14:18.693000,286.0,281.0,246.0,328.0,False,MEDIUM,27.0,True,Red Bull Racing,0 days 02:12:56.181000,,1,1.0,,,False,True
0 days 02:15:41.180000,VER,1,0 days 00:01:22.502000,53.0,2.0,,,0 days 00:00:29.195000,0 days 00:00:31.928000,0 days 00:00:21.379000,0 days 02:14:47.888000,0 days 02:15:19.816000,0 days 02:15:41.195000,287.0,282.0,246.0,328.0,False,MEDIUM,28.0,True,Red Bull Racing,0 days 02:14:18.678000,,1,1.0,,,False,True
0 days 02:17:03.695000,VER,1,0 days 00:01:22.515000,54.0,2.0,,,0 days 00:00:29.138000,0 days 00:00:32.010000,0 days 00:00:21.367000,0 days 02:16:10.333000,0 days 02:16:42.343000,0 days 02:17:03.710000,292.0,280.0,247.0,328.0,False,MEDIUM,29.0,True,Red Bull Racing,0 days 02:15:41.180000,,1,1.0,,,False,True
0 days 02:18:26.481000,VER,1,0 days 00:01:22.786000,55.0,2.0,,,0 days 00:00:29.298000,0 days 00:00:32.078000,0 days 00:00:21.410000,0 days 02:17:33.008000,0 days 02:18:05.086000,0 days 02:18:26.496000,288.0,282.0,247.0,328.0,False,MEDIUM,30.0,True,Red Bull Racing,0 days 02:17:03.695000,,1,1.0,,,False,True
0 days 02:19:48.586000,VER,1,0 days 00:01:22.105000,56.0,2.0,,,0 days 00:00:29.090000,0 days 00:00:31.846000,0 days 00:00:21.169000,0 days 02:18:55.586000,0 days 02:19:27.432000,0 days 02:19:48.601000,289.0,283.0,248.0,327.0,False,MEDIUM,31.0,True,Red Bull Racing,0 days 02:18:26.481000,,1,1.0,,,False,True
0 days 02:21:11.011000,VER,1,0 days 00:01:22.425000,57.0,2.0,,,0 days 00:00:29.286000,0 days 00:00:31.830000,0 days 00:00:21.309000,0 days 02:20:17.887000,0 days 02:20:49.717000,0 days 02:21:11.026000,292.0,282.0,248.0,327.0,False,MEDIUM,32.0,True,Red Bull Racing,0 days 02:19:48.586000,,1,1.0,,,False,True
0 days 02:22:33.324000,VER,1,0 days 00:01:22.313000,58.0,2.0,,,0 days 00:00:29.149000,0 days 00:00:31.912000,0 days 00:00:21.252000,0 days 02:21:40.175000,0 days 02:22:12.087000,0 days 02:22:33.339000,291.0,282.0,248.0,326.0,False,MEDIUM,33.0,True,Red Bull Racing,0 days 02:21:11.011000,,1,1.0,,,False,True
0 days 02:23:55.752000,VER,1,0 days 00:01:22.428000,59.0,2.0,,,0 days 00:00:29.196000,0 days 00:00:31.925000,0 days 00:00:21.307000,0 days 02:23:02.535000,0 days 02:23:34.460000,0 days 02:23:55.767000,291.0,281.0,247.0,320.0,False,MEDIUM,34.0,True,Red Bull Racing,0 days 02:22:33.324000,,1,1.0,,,False,True
0 days 02:25:18.450000,VER,1,0 days 00:01:22.698000,60.0,2.0,,,0 days 00:00:29.215000,0 days 00:00:32.068000,0 days 00:00:21.415000,0 days 02:24:24.982000,0 days 02:24:57.050000,0 days 02:25:18.465000,291.0,280.0,247.0,325.0,False,MEDIUM,35.0,True,Red Bull Racing,0 days 02:23:55.752000,,1,1.0,,,False,True
0 days 02:26:40.850000,VER,1,0 days 00:01:22.400000,61.0,2.0,,,0 days 00:00:29.152000,0 days 00:00:31.930000,0 days 00:00:21.318000,0 days 02:25:47.617000,0 days 02:26:19.547000,0 days 02:26:40.865000,294.0,282.0,247.0,326.0,False,MEDIUM,36.0,True,Red Bull Racing,0 days 02:25:18.450000,,1,1.0,,,False,True
0 days 02:28:03.360000,VER,1,0 days 00:01:22.510000,62.0,2.0,,,0 days 00:00:29.131000,0 days 00:00:31.963000,0 days 00:00:21.416000,0 days 02:27:09.996000,0 days 02:27:41.959000,0 days 02:28:03.375000,294.0,282.0,247.0,327.0,False,MEDIUM,37.0,True,Red Bull Racing,0 days 02:26:40.850000,,1,1.0,,,False,True
0 days 02:29:26.080000,VER,1,0 days 00:01:22.720000,63.0,2.0,,,0 days 00:00:29.213000,0 days 00:00:32.102000,0 days 00:00:21.405000,0 days 02:28:32.588000,0 days 02:29:04.690000,0 days 02:29:26.095000,293.0,282.0,247.0,328.0,False,MEDIUM,38.0,True,Red Bull Racing,0 days 02:28:03.360000,,1,1.0,,,False,True
0 days 02:30:48.556000,VER,1,0 days 00:01:22.476000,64.0,2.0,,,0 days 00:00:29.135000,0 days 00:00:31.900000,0 days 00:00:21.441000,0 days 02:29:55.230000,0 days 02:30:27.130000,0 days 02:30:48.571000,295.0,283.0,245.0,328.0,False,MEDIUM,39.0,True,Red Bull Racing,0 days 02:29:26.080000,,1,1.0,,,False,True
0 days 02:32:17.579000,VER,1,0 days 00:01:29.023000,65.0,2.0,,,0 days 00:00:29.239000,0 days 00:00:31.999000,0 days 00:00:27.785000,0 days 02:31:17.810000,0 days 02:31:49.809000,0 days 02:32:17.594000,296.0,284.0,139.0,327.0,False,MEDIUM,40.0,True,Red Bull Racing,0 days 02:30:48.556000,,126,1.0,,,False,False
0 days 02:33:50.487000,VER,1,0 days 00:01:32.908000,66.0,2.0,,,0 days 00:00:38.392000,0 days 00:00:33.050000,0 days 00:00:21.466000,0 days 02:32:55.986000,0 days 02:33:29.036000,0 days 02:33:50.502000,236.0,284.0,249.0,199.0,False,MEDIUM,41.0,True,Red Bull Racing,0 days 02:32:17.579000,,671,1.0,,,False,False
0 days 02:35:12.789000,VER,1,0 days 00:01:22.302000,67.0,2.0,,,0 days 00:00:29.130000,0 days 00:00:31.836000,0 days 00:00:21.336000,0 days 02:34:19.632000,0 days 02:34:51.468000,0 days 02:35:12.804000,296.0,283.0,249.0,327.0,False,MEDIUM,42.0,True,Red Bull Racing,0 days 02:33:50.487000,,1,1.0,,,False,True
0 days 02:36:35.338000,VER,1,0 days 00:01:22.549000,68.0,2.0,,,0 days 00:00:29.160000,0 days 00:00:32.022000,0 days 00:00:21.367000,0 days 02:35:41.964000,0 days 02:36:13.986000,0 days 02:36:35.353000,294.0,283.0,249.0,328.0,False,MEDIUM,43.0,True,Red Bull Racing,0 days 02:35:12.789000,,1,1.0,,,False,True
0 days 02:37:58.132000,VER,1,0 days 00:01:22.794000,69.0,2.0,,,0 days 00:00:29.158000,0 days 00:00:32.226000,0 days 00:00:21.410000,0 days 02:37:04.511000,0 days 02:37:36.737000,0 days 02:37:58.147000,293.0,282.0,249.0,328.0,False,MEDIUM,44.0,True,Red Bull Racing,0 days 02:36:35.338000,,1,1.0,,,False,True
0 days 02:39:20.813000,VER,1,0 days 00:01:22.681000,70.0,2.0,,,0 days 00:00:29.141000,0 days 00:00:32.154000,0 days 00:00:21.386000,0 days 02:38:27.288000,0 days 02:38:59.442000,0 days 02:39:20.828000,296.0,282.0,248.0,328.0,False,MEDIUM,45.0,True,Red Bull Racing,0 days 02:37:58.132000,,1,1.0,,,False,True
0 days 02:40:43.730000,VER,1,0 days 00:01:22.917000,71.0,2.0,,,0 days 00:00:29.249000,0 days 00:00:32.121000,0 days 00:00:21.547000,0 days 02:39:50.077000,0 days 02:40:22.198000,0 days 02:40:43.745000,289.0,283.0,238.0,328.0,False,MEDIUM,46.0,True,Red Bull Racing,0 days 02:39:20.813000,,1,1.0,,,False,True
0 days 01:03:42.418000,GAS,10,0 days 00:01:35.417000,1.0,1.0,,,,0 days 00:00:36.364000,0 days 00:00:22.822000,,0 days 01:03:19.719000,0 days 01:03:42.427000,232.0,279.0,243.0,293.0,False,MEDIUM,1.0,True,AlphaTauri,0 days 01:02:06.736000,,1,16.0,,,False,False
0 days 01:05:08.615000,GAS,10,0 days 00:01:26.197000,2.0,1.0,,,0 days 00:00:30.043000,0 days 00:00:33.981000,0 days 00:00:22.173000,0 days 01:04:12.470000,0 days 01:04:46.451000,0 days 01:05:08.624000,257.0,280.0,243.0,334.0,True,MEDIUM,2.0,True,AlphaTauri,0 days 01:03:42.418000,,1,16.0,,,False,True
